request_id,timestamp_utc,scenario_type,requester_officer_id,requester_officer_hash,requester_role,requester_rank_level,requester_agency,requester_station_id,requester_district_id,requester_state_id,requester_clearance_level,requester_credential_status,case_assignment_status,target_record_id,target_record_hash,target_case_id,target_case_type,target_record_type,target_station_id,target_district_id,target_state_id,target_owner_agency,record_sensitivity_level,victim_flag,witness_flag,juvenile_flag,evidence_media_flag,sealed_status,retention_status,same_station,same_district,same_state,cross_jurisdiction,purpose,action,emergency_flag,court_or_prosecutor_request_flag,approval_token_status,time_window,network_status,request_channel,policy_version,raw_record_included,synthetic_only,request_content_hash
REQ-000001,2026-05-27T00:13:00Z,revoked_credential,OFF-0063,d57f9cfca107b054602e3afe,Sub-Inspector,3,POLICE,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,MEDIUM,REVOKED,NOT_ASSIGNED,REC-000016,ebee7338989614ba92eb1548,CASE-00329,WOMEN_CHILD_SAFETY,VICTIM_RECORD,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,POLICE,CLASSIFIED,true,false,false,false,OPEN,ACTIVE,false,false,false,true,INVESTIGATION,VIEW,false,false,MISSING,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,06331a153b84763cbb5d81ee4143a49dc252a085d642bca6fcb83bda31f24d3b
REQ-000002,2026-05-27T00:14:00Z,normal_in_jurisdiction,OFF-0060,f1cd31d43c526f5a63bbd87e,Inspector,4,POLICE,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,MEDIUM,ACTIVE,ASSIGNED,REC-000643,86cf9537924a3bb27fd6a3c9,CASE-00226,NARCOTICS,FIR_SUMMARY,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,POLICE,LOW,false,false,false,false,OPEN,ACTIVE,true,true,true,false,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,NIGHT,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,475931ac6bcaa3dddfe1961e8c286934d2c3e75c2213c230eac98e13726cdd33
REQ-000003,2026-05-27T00:36:00Z,cross_jurisdiction_sensitive,OFF-0027,0333fdd2d35c528a38a1dbe4,Station House Officer,5,POLICE,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,HIGH,ACTIVE,NOT_ASSIGNED,REC-000779,d8c9df09b1ba5408e3849067,CASE-00285,JUVENILE_PROTECTION,EVIDENCE_MEDIA,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,CLASSIFIED,false,false,true,true,OPEN,ARCHIVED,false,false,false,true,FORENSIC_REVIEW,APPROVE,false,false,MISSING,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,dabd8fc23182abf0833b6e4ebc8b68d941decc5cca28058d97bb7c27eb9b3f50
REQ-000004,2026-05-27T00:36:00Z,random_context,OFF-0171,4bb363d085866d6dbe19f005,Inspector,4,POLICE,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000494,fb5fe9b5c0b2f6fb1de8118b,CASE-00299,NARCOTICS,COURT_SUBMISSION,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,POLICE,MEDIUM,false,false,false,false,SEALED,ACTIVE,false,false,false,true,SUPERVISION,VIEW,false,false,PRESENT_VALID,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,a855cb436b05bc68a5cffa7940b82dfb1ca4da43222814cb521e6cef4aecf70d
REQ-000005,2026-05-27T00:45:00Z,stale_case_assignment,OFF-0195,b1ddf55c2af537d97ad1287a,Cybercrime Officer,4,CYBERCRIME,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,HIGH,ACTIVE,STALE,REC-000015,04bb3bbec77f28b17144322b,CASE-00333,GENERAL_THEFT,FIR_SUMMARY,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,POLICE,LOW,false,false,false,false,OPEN,ACTIVE,false,false,false,true,INVESTIGATION,VIEW,false,false,MISSING,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,08f8d0ec29700f7843fea41ca03ec9a4e17dbbdfce33cad9dc125f79fa44537c
REQ-000006,2026-05-27T01:36:00Z,emergency_override,OFF-0018,f8755a48fce2988e7e892881,Prosecutor Liaison,4,PROSECUTION,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000181,65c13ca172c0e8f26de94b13,CASE-00331,GENERAL_THEFT,FORENSIC_REPORT,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,POLICE,CLASSIFIED,false,false,false,false,OPEN,ACTIVE,false,false,false,true,EMERGENCY_RESPONSE,VIEW,true,false,PRESENT_VALID,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,887bfd919eb2c574be54c283f889720a1e073580d07c26287a641e082845cb10
REQ-000007,2026-05-27T01:17:00Z,court_request,OFF-0098,a2651cd5c21b20cc4d4edc22,Constable,1,POLICE,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,LOW,ACTIVE,NOT_ASSIGNED,REC-000138,efc254275269a6226b4fd601,CASE-00075,WOMEN_CHILD_SAFETY,WITNESS_STATEMENT,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,POLICE,HIGH,true,true,false,false,SEALED,ACTIVE,false,false,false,true,COURT_PRODUCTION,VIEW,false,true,PRESENT_VALID,BUSINESS_HOURS,STATION_NODE_DOWN,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,f74bdefc5d43e62444100fc308aaf10a7f1dfabacb93de064cb7f44e8c4c0032
REQ-000008,2026-05-27T01:12:00Z,court_request,OFF-0067,81023882823dba8b6e04e6a8,Sub-Inspector,3,POLICE,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000868,6bcf6ec8e79fb5cd0b4d23ea,CASE-00198,WOMEN_CHILD_SAFETY,JUVENILE_RECORD,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,POLICE,HIGH,true,false,true,false,OPEN,ACTIVE,false,false,false,true,COURT_PRODUCTION,VIEW,false,true,PRESENT_VALID,NIGHT,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,7c9cd7f3d13fc1c966250da28b12d32514b78afacaf30b81084947dbed2d897c
REQ-000009,2026-05-27T00:54:00Z,juvenile_sensitive,OFF-0107,fb4c90a703ac874dae2f1454,Inspector,4,POLICE,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000659,8cd04623158a527d67db5be4,CASE-00207,JUVENILE_PROTECTION,JUVENILE_RECORD,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,POLICE,CLASSIFIED,false,false,true,false,SEALED,ACTIVE,false,false,false,true,INVESTIGATION,VIEW,false,false,PRESENT_VALID,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,20ac18d72e5a8052738e3ec97a38e0df173de20234b9a12a020f9f42b8b4c2f1
REQ-000010,2026-05-27T02:30:00Z,random_context,OFF-0033,4f04697319f636cd795e5d1b,Constable,1,POLICE,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,LOW,ACTIVE,NOT_ASSIGNED,REC-000094,7d60c16d6ecbadcdbdfa7d7b,CASE-00135,NARCOTICS,VICTIM_RECORD,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,POLICE,HIGH,true,false,false,false,OPEN,ARCHIVED,false,true,true,false,FORENSIC_REVIEW,VIEW,false,false,MISSING,NIGHT,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,41a1cde713d1c91f7c981e4f1f63f8c3d79e67afb4d1f1db0509f9b84df63e76
