case_id,case_type,case_status,originating_station_id,district_id,state_id,sensitivity_hint,assigned_officer_ids,synthetic_only
CASE-00001,WOMEN_CHILD_SAFETY,CHARGESHEETED,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,HIGH,OFF-0237|OFF-0020,true
CASE-00002,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0013|OFF-0145,true
CASE-00003,VIOLENT_CRIME,CLOSED,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0222|OFF-0141|OFF-0001,true
CASE-00004,MISSING_PERSON,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0234|OFF-0035|OFF-0180|OFF-0151,true
CASE-00005,FINANCIAL_CRIME,CHARGESHEETED,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0240,true
CASE-00006,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0195|OFF-0004,true
CASE-00007,NARCOTICS,CHARGESHEETED,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0161|OFF-0099|OFF-0214|OFF-0075,true
CASE-00008,WOMEN_CHILD_SAFETY,COURT_PENDING,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,HIGH,OFF-0100,true
CASE-00009,NARCOTICS,UNDER_INVESTIGATION,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0014|OFF-0051|OFF-0096,true
CASE-00010,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,HIGH,OFF-0006|OFF-0060,true
CASE-00011,JUVENILE_PROTECTION,CHARGESHEETED,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,HIGH,OFF-0029,true
CASE-00012,JUVENILE_PROTECTION,COURT_PENDING,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,HIGH,OFF-0165,true
CASE-00013,VIOLENT_CRIME,CHARGESHEETED,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0213|OFF-0197|OFF-0018|OFF-0071,true
CASE-00014,GENERAL_THEFT,OPEN,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0003|OFF-0147,true
CASE-00015,FINANCIAL_CRIME,CLOSED,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0128|OFF-0135,true
CASE-00016,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,HIGH,OFF-0164|OFF-0025,true
CASE-00017,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,HIGH,OFF-0127|OFF-0192|OFF-0164|OFF-0089,true
CASE-00018,NARCOTICS,COURT_PENDING,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0195|OFF-0226|OFF-0004,true
CASE-00019,MISSING_PERSON,CLOSED,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0173,true
CASE-00020,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,HIGH,OFF-0162,true
CASE-00021,WOMEN_CHILD_SAFETY,OPEN,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,HIGH,OFF-0192|OFF-0191,true
CASE-00022,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,HIGH,OFF-0185|OFF-0081|OFF-0040,true
CASE-00023,NARCOTICS,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0210,true
CASE-00024,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0106|OFF-0237|OFF-0183|OFF-0148,true
CASE-00025,MISSING_PERSON,COURT_PENDING,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0073,true
CASE-00026,CYBER_FRAUD,COURT_PENDING,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,HIGH,OFF-0185|OFF-0228,true
CASE-00027,FINANCIAL_CRIME,COURT_PENDING,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0117,true
CASE-00028,NARCOTICS,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0040|OFF-0228,true
CASE-00029,WOMEN_CHILD_SAFETY,CHARGESHEETED,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,HIGH,OFF-0100|OFF-0166,true
CASE-00030,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0113|OFF-0233|OFF-0232,true
CASE-00031,WOMEN_CHILD_SAFETY,COURT_PENDING,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,HIGH,OFF-0003|OFF-0177|OFF-0207,true
CASE-00032,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0217|OFF-0002|OFF-0138,true
CASE-00033,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0032|OFF-0076|OFF-0108,true
CASE-00034,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,HIGH,OFF-0111|OFF-0152,true
CASE-00035,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0081|OFF-0185|OFF-0228|OFF-0040,true
CASE-00036,NARCOTICS,COURT_PENDING,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0113|OFF-0232,true
CASE-00037,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0037|OFF-0117|OFF-0229,true
CASE-00038,GENERAL_THEFT,COURT_PENDING,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0185|OFF-0228,true
CASE-00039,WOMEN_CHILD_SAFETY,OPEN,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,HIGH,OFF-0102|OFF-0131|OFF-0112,true
CASE-00040,NARCOTICS,CHARGESHEETED,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0128,true
CASE-00041,NARCOTICS,OPEN,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0172,true
CASE-00042,NARCOTICS,CHARGESHEETED,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0209|OFF-0206|OFF-0068,true
CASE-00043,CYBER_FRAUD,CLOSED,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,HIGH,OFF-0109|OFF-0143|OFF-0030,true
CASE-00044,NARCOTICS,COURT_PENDING,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0179,true
CASE-00045,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0056,true
CASE-00046,FINANCIAL_CRIME,COURT_PENDING,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0041,true
CASE-00047,JUVENILE_PROTECTION,OPEN,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,HIGH,OFF-0087,true
CASE-00048,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0002|OFF-0217|OFF-0138,true
CASE-00049,WOMEN_CHILD_SAFETY,CLOSED,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,HIGH,OFF-0161|OFF-0099,true
CASE-00050,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0004|OFF-0195,true
CASE-00051,GENERAL_THEFT,CHARGESHEETED,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0232,true
CASE-00052,VIOLENT_CRIME,CLOSED,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0061|OFF-0051,true
CASE-00053,VIOLENT_CRIME,OPEN,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0049|OFF-0157|OFF-0171,true
CASE-00054,FINANCIAL_CRIME,CHARGESHEETED,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0231|OFF-0080|OFF-0176,true
CASE-00055,NARCOTICS,UNDER_INVESTIGATION,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0206|OFF-0128,true
CASE-00056,CYBER_FRAUD,CHARGESHEETED,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,HIGH,OFF-0162|OFF-0158|OFF-0173|OFF-0155,true
CASE-00057,MISSING_PERSON,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0178|OFF-0142|OFF-0172|OFF-0069,true
CASE-00058,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0003|OFF-0207|OFF-0072|OFF-0091,true
CASE-00059,GENERAL_THEFT,COURT_PENDING,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0106|OFF-0237|OFF-0122|OFF-0028,true
CASE-00060,MISSING_PERSON,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0172|OFF-0142|OFF-0178|OFF-0069,true
CASE-00061,VIOLENT_CRIME,COURT_PENDING,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0203|OFF-0104|OFF-0169|OFF-0012,true
CASE-00062,CYBER_FRAUD,COURT_PENDING,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,HIGH,OFF-0122|OFF-0020|OFF-0237|OFF-0183,true
CASE-00063,JUVENILE_PROTECTION,CHARGESHEETED,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,HIGH,OFF-0033,true
CASE-00064,NARCOTICS,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0082|OFF-0225,true
CASE-00065,VIOLENT_CRIME,OPEN,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0144|OFF-0205,true
CASE-00066,FINANCIAL_CRIME,CLOSED,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0173|OFF-0174|OFF-0155|OFF-0158,true
CASE-00067,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,HIGH,OFF-0082|OFF-0225|OFF-0013|OFF-0145,true
CASE-00068,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0157|OFF-0079|OFF-0022,true
CASE-00069,NARCOTICS,CHARGESHEETED,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0029|OFF-0023|OFF-0227,true
CASE-00070,NARCOTICS,OPEN,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0044|OFF-0055|OFF-0176|OFF-0231,true
CASE-00071,CYBER_FRAUD,OPEN,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,HIGH,OFF-0178|OFF-0142|OFF-0172,true
CASE-00072,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,HIGH,OFF-0240,true
CASE-00073,NARCOTICS,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0099,true
CASE-00074,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0021|OFF-0084|OFF-0008|OFF-0198,true
CASE-00075,FINANCIAL_CRIME,OPEN,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0076|OFF-0032|OFF-0116,true
CASE-00076,NARCOTICS,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0099,true
CASE-00077,JUVENILE_PROTECTION,CHARGESHEETED,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,HIGH,OFF-0149|OFF-0032|OFF-0118,true
CASE-00078,WOMEN_CHILD_SAFETY,OPEN,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,HIGH,OFF-0072|OFF-0019,true
CASE-00079,VIOLENT_CRIME,OPEN,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0240,true
CASE-00080,WOMEN_CHILD_SAFETY,CHARGESHEETED,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,HIGH,OFF-0194|OFF-0030|OFF-0109,true
CASE-00081,NARCOTICS,COURT_PENDING,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0226|OFF-0195|OFF-0004,true
CASE-00082,CYBER_FRAUD,CHARGESHEETED,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,HIGH,OFF-0172|OFF-0142,true
CASE-00083,MISSING_PERSON,CHARGESHEETED,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0240,true
CASE-00084,WOMEN_CHILD_SAFETY,CHARGESHEETED,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,HIGH,OFF-0235,true
CASE-00085,GENERAL_THEFT,COURT_PENDING,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0053,true
CASE-00086,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0028|OFF-0020|OFF-0183|OFF-0148,true
CASE-00087,WOMEN_CHILD_SAFETY,CHARGESHEETED,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,HIGH,OFF-0185|OFF-0081|OFF-0228,true
CASE-00088,JUVENILE_PROTECTION,CHARGESHEETED,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,HIGH,OFF-0193|OFF-0090|OFF-0038|OFF-0230,true
CASE-00089,MISSING_PERSON,CHARGESHEETED,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0194,true
CASE-00090,NARCOTICS,UNDER_INVESTIGATION,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0184,true
CASE-00091,VIOLENT_CRIME,CHARGESHEETED,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0185,true
CASE-00092,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0070|OFF-0144,true
CASE-00093,FINANCIAL_CRIME,OPEN,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0087|OFF-0210|OFF-0139|OFF-0046,true
CASE-00094,FINANCIAL_CRIME,CLOSED,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0227|OFF-0179,true
CASE-00095,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,HIGH,OFF-0238,true
CASE-00096,NARCOTICS,COURT_PENDING,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0195,true
CASE-00097,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,HIGH,OFF-0030|OFF-0143|OFF-0194|OFF-0109,true
CASE-00098,JUVENILE_PROTECTION,CHARGESHEETED,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,HIGH,OFF-0081|OFF-0228|OFF-0040,true
CASE-00099,FINANCIAL_CRIME,CHARGESHEETED,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0073|OFF-0145|OFF-0013,true
CASE-00100,JUVENILE_PROTECTION,CHARGESHEETED,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,HIGH,OFF-0077,true
CASE-00101,CYBER_FRAUD,OPEN,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,HIGH,OFF-0033,true
CASE-00102,MISSING_PERSON,CLOSED,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0026|OFF-0199,true
CASE-00103,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,HIGH,OFF-0100,true
CASE-00104,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0044,true
CASE-00105,FINANCIAL_CRIME,COURT_PENDING,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0228,true
CASE-00106,JUVENILE_PROTECTION,OPEN,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,HIGH,OFF-0042|OFF-0238,true
CASE-00107,FINANCIAL_CRIME,CHARGESHEETED,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0068|OFF-0135,true
CASE-00108,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,HIGH,OFF-0233|OFF-0113,true
CASE-00109,WOMEN_CHILD_SAFETY,CLOSED,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,HIGH,OFF-0040,true
CASE-00110,NARCOTICS,CHARGESHEETED,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0220|OFF-0125|OFF-0088,true
CASE-00111,JUVENILE_PROTECTION,CHARGESHEETED,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,HIGH,OFF-0112|OFF-0102,true
CASE-00112,CYBER_FRAUD,CHARGESHEETED,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,HIGH,OFF-0029,true
CASE-00113,WOMEN_CHILD_SAFETY,COURT_PENDING,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,HIGH,OFF-0032,true
CASE-00114,NARCOTICS,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0040|OFF-0081|OFF-0185|OFF-0228,true
CASE-00115,NARCOTICS,CHARGESHEETED,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0168|OFF-0067|OFF-0132|OFF-0078,true
CASE-00116,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0056|OFF-0183|OFF-0148,true
CASE-00117,MISSING_PERSON,CHARGESHEETED,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0143|OFF-0194|OFF-0030|OFF-0109,true
CASE-00118,WOMEN_CHILD_SAFETY,OPEN,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,HIGH,OFF-0040|OFF-0081,true
CASE-00119,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,HIGH,OFF-0237,true
CASE-00120,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0048|OFF-0012|OFF-0077,true
CASE-00121,VIOLENT_CRIME,OPEN,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0167,true
CASE-00122,CYBER_FRAUD,CLOSED,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,HIGH,OFF-0100,true
CASE-00123,JUVENILE_PROTECTION,CLOSED,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,HIGH,OFF-0181,true
CASE-00124,CYBER_FRAUD,CHARGESHEETED,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,HIGH,OFF-0193|OFF-0038|OFF-0090,true
CASE-00125,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0117|OFF-0229|OFF-0236|OFF-0146,true
CASE-00126,JUVENILE_PROTECTION,OPEN,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,HIGH,OFF-0081|OFF-0185,true
CASE-00127,CYBER_FRAUD,OPEN,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,HIGH,OFF-0047|OFF-0152|OFF-0111|OFF-0137,true
CASE-00128,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0135|OFF-0068|OFF-0206|OFF-0086,true
CASE-00129,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0154,true
CASE-00130,NARCOTICS,OPEN,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0095|OFF-0236|OFF-0117,true
CASE-00131,JUVENILE_PROTECTION,OPEN,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,HIGH,OFF-0051|OFF-0061,true
CASE-00132,FINANCIAL_CRIME,CLOSED,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0085|OFF-0084|OFF-0198|OFF-0008,true
CASE-00133,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0113,true
CASE-00134,GENERAL_THEFT,OPEN,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0187|OFF-0223|OFF-0060|OFF-0170,true
CASE-00135,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0154,true
CASE-00136,NARCOTICS,COURT_PENDING,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0045|OFF-0103|OFF-0197,true
CASE-00137,MISSING_PERSON,CHARGESHEETED,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0120|OFF-0016|OFF-0138,true
CASE-00138,FINANCIAL_CRIME,CLOSED,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0240,true
CASE-00139,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,HIGH,OFF-0069|OFF-0036|OFF-0142,true
CASE-00140,MISSING_PERSON,CHARGESHEETED,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0217,true
CASE-00141,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,HIGH,OFF-0120|OFF-0217|OFF-0138|OFF-0016,true
CASE-00142,FINANCIAL_CRIME,OPEN,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0045,true
CASE-00143,GENERAL_THEFT,CHARGESHEETED,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0199|OFF-0197|OFF-0218|OFF-0224,true
CASE-00144,FINANCIAL_CRIME,OPEN,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0166|OFF-0100,true
CASE-00145,GENERAL_THEFT,CHARGESHEETED,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0004|OFF-0226|OFF-0195,true
CASE-00146,MISSING_PERSON,CHARGESHEETED,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0211|OFF-0024|OFF-0221|OFF-0192,true
CASE-00147,VIOLENT_CRIME,COURT_PENDING,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0236|OFF-0140|OFF-0095|OFF-0146,true
CASE-00148,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,HIGH,OFF-0038,true
CASE-00149,NARCOTICS,CHARGESHEETED,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0123|OFF-0204|OFF-0171|OFF-0022,true
CASE-00150,FINANCIAL_CRIME,COURT_PENDING,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0099,true
CASE-00151,NARCOTICS,COURT_PENDING,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0166|OFF-0100,true
CASE-00152,JUVENILE_PROTECTION,CHARGESHEETED,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,HIGH,OFF-0004,true
CASE-00153,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,HIGH,OFF-0240,true
CASE-00154,WOMEN_CHILD_SAFETY,COURT_PENDING,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,HIGH,OFF-0076,true
