request_id,timestamp_utc,scenario_type,requester_officer_id,requester_officer_hash,requester_role,requester_rank_level,requester_agency,requester_station_id,requester_district_id,requester_state_id,requester_clearance_level,requester_credential_status,case_assignment_status,target_record_id,target_record_hash,target_case_id,target_case_type,target_record_type,target_station_id,target_district_id,target_state_id,target_owner_agency,record_sensitivity_level,victim_flag,witness_flag,juvenile_flag,evidence_media_flag,sealed_status,retention_status,same_station,same_district,same_state,cross_jurisdiction,purpose,action,emergency_flag,court_or_prosecutor_request_flag,approval_token_status,time_window,network_status,request_channel,policy_version,raw_record_included,synthetic_only,request_content_hash,decision,primary_reason_code,matched_rule_ids,all_triggered_rule_ids,decisive_attributes,failed_or_review_rules,required_approval,xai_explanation,xai_supporting_factors,policy_version_evaluated,decision_hash,explanation_hash,audit_anchor_hash
REQ-000001,2026-05-27T00:06:00Z,random_context,OFF-0159,a1e23926bdb89d718dc0ff23,Forensic Officer,4,FORENSIC,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,HIGH,ACTIVE,NOT_ASSIGNED,REC-000439,8f79339c7d2dbf517d8d6680,CASE-00331,FINANCIAL_CRIME,CASE_DIARY,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,POLICE,HIGH,false,false,false,false,OPEN,ARCHIVED,false,false,true,true,TRAINING,DOWNLOAD,false,false,NOT_REQUIRED,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,998a6145bc42c8de5ba00f247b03d1e19dac6a93ccf7b3bc9a8d561ce9a0a42c,deny,DENY_TRAINING_PURPOSE_FOR_SENSITIVE_RECORD,DENY_TRAINING_PURPOSE_FOR_SENSITIVE_RECORD,DENY_TRAINING_PURPOSE_FOR_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,juvenile_flag|purpose|record_sensitivity_level|victim_flag|witness_flag,DENY_TRAINING_PURPOSE_FOR_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,none,"Access was denied because training purpose is not accepted for sensitive police records. Requester role=Forensic Officer, record type=CASE_DIARY, sensitivity=HIGH, purpose=TRAINING. Supporting factors: active credential, requested action is routine.",active credential|requested action is routine,P-2026-05-STEP2-ORACLE,6f5cc409253d8f79a0eed3379ceabe1af269488edda5c9ae45ec06ad402596e5,435ab3df44e4dfcb6d40e2c820f8fac99c45aeb8526f05dd8c20c62fa6e630c3,d5e3c4647a6c91163ecbea64a65d22d7caa763944872a61dbb04c0d2f2721504
REQ-000002,2026-05-27T00:08:00Z,emergency_override,OFF-0082,ad021cf14b60633e375d65f6,Cybercrime Officer,4,CYBERCRIME,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,HIGH,ACTIVE,NOT_ASSIGNED,REC-000156,f7101a117c40b4575c2fcf36,CASE-00137,JUVENILE_PROTECTION,CASE_DIARY,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,MEDIUM,false,false,true,false,OPEN,ACTIVE,false,false,true,true,EMERGENCY_RESPONSE,VIEW,true,false,MISSING,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,d50b6a82fe7806f2eecd4e0a51e5aa640f8b9246f2394ee76a619d85c6fa4961,escalate,ESCALATE_EMERGENCY_REVIEW_REQUIRED,ESCALATE_EMERGENCY_REVIEW_REQUIRED|ESCALATE_PRIVACY_SENSITIVE_RECORD,ESCALATE_EMERGENCY_REVIEW_REQUIRED|ESCALATE_PRIVACY_SENSITIVE_RECORD,emergency_flag|juvenile_flag|purpose,ESCALATE_EMERGENCY_REVIEW_REQUIRED|ESCALATE_PRIVACY_SENSITIVE_RECORD,sensitive_record_approval|superior_emergency_review,"Access was escalated for senior review because emergency access requires supervisory review; juvenile, victim, or witness-sensitive record requires review. Requester role=Cybercrime Officer, record type=CASE_DIARY, sensitivity=MEDIUM, purpose=EMERGENCY_RESPONSE. Supporting factors: active credential, purpose is recognized by policy, requested action is routine.",active credential|purpose is recognized by policy|requested action is routine,P-2026-05-STEP2-ORACLE,32db2b13efdca7f4dd545bcb604737bd0286674c5ccbe593e7490ac347f37b58,7cdf6b4067235207f006ca42550991dc8cfc5acaa4868812e9888601de9acba5,fa05f032ebe2b5bd79bc3fd5294c53176f2d98f6d92a63b7393075fd05877cba
REQ-000003,2026-05-27T00:33:00Z,emergency_override,OFF-0047,6734000e8363d6ae298dddfd,Inspector,4,POLICE,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000662,56ad840f9fb936d6e9bc5567,CASE-00167,WOMEN_CHILD_SAFETY,CASE_DIARY,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,POLICE,HIGH,true,false,false,false,OPEN,ACTIVE,false,false,false,true,EMERGENCY_RESPONSE,VIEW,true,false,MISSING,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,9cb540e65244c205e810f306f7273587172a512d3d92fecac61fc0e3b07b70dd,escalate,ESCALATE_EMERGENCY_REVIEW_REQUIRED,ESCALATE_EMERGENCY_REVIEW_REQUIRED|ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD|ESCALATE_MISSING_APPROVAL_FOR_SENSITIVE_RECORD,ESCALATE_EMERGENCY_REVIEW_REQUIRED|ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD|ESCALATE_MISSING_APPROVAL_FOR_SENSITIVE_RECORD,approval_token_status|cross_jurisdiction|emergency_flag|purpose|record_sensitivity_level|victim_flag,ESCALATE_EMERGENCY_REVIEW_REQUIRED|ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD|ESCALATE_MISSING_APPROVAL_FOR_SENSITIVE_RECORD,cross_jurisdiction_superior_approval|sensitive_record_approval|superior_emergency_review,"Access was escalated for senior review because emergency access requires supervisory review; juvenile, victim, or witness-sensitive record requires review; sensitive record is requested across jurisdiction. Requester role=Inspector, record type=CASE_DIARY, sensitivity=HIGH, purpose=EMERGENCY_RESPONSE. Supporting factors: active credential, purpose is recognized by policy, requested action is routine.",active credential|purpose is recognized by policy|requested action is routine,P-2026-05-STEP2-ORACLE,3b73034940cfd062b08e776165b73a25950493534cf40f0a1a58cdb1990304ac,7b9e48657f712787826db21ee61f6b8140965d618ac447591899bbde82495efd,996056aa928c02615fc54f848ccfb1d4f788a0c034c2f414a5472466a6bd70fd
REQ-000004,2026-05-27T01:08:00Z,sealed_record,OFF-0158,88db5c4f1341722984d72ca6,Sub-Inspector,3,POLICE,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000869,7dbc797b2f28d09c339d0893,CASE-00223,WOMEN_CHILD_SAFETY,EVIDENCE_MEDIA,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,POLICE,CLASSIFIED,true,false,false,true,SEALED,ACTIVE,false,false,true,true,COURT_PRODUCTION,VIEW,false,true,MISSING,AFTER_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,dbf03a77bd0a4b931cadd43c92bcbfde12f51208eafc9264015e41e183becda7,escalate,ESCALATE_SEALED_RECORD_REVIEW_REQUIRED,ESCALATE_SEALED_RECORD_REVIEW_REQUIRED|ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD|ESCALATE_CLASSIFIED_RECORD_APPROVAL_REQUIRED|ESCALATE_MISSING_APPROVAL_FOR_SENSITIVE_RECORD,ESCALATE_SEALED_RECORD_REVIEW_REQUIRED|ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD|ESCALATE_CLASSIFIED_RECORD_APPROVAL_REQUIRED|ESCALATE_MISSING_APPROVAL_FOR_SENSITIVE_RECORD,approval_token_status|court_or_prosecutor_request_flag|cross_jurisdiction|record_sensitivity_level|sealed_status|victim_flag,ESCALATE_SEALED_RECORD_REVIEW_REQUIRED|ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD|ESCALATE_CLASSIFIED_RECORD_APPROVAL_REQUIRED|ESCALATE_MISSING_APPROVAL_FOR_SENSITIVE_RECORD,classified_record_approval|cross_jurisdiction_superior_approval|sealed_record_superior_review|sensitive_record_approval,"Access was escalated for senior review because sealed record has court or prosecution context but still requires review; juvenile, victim, or witness-sensitive record requires review; sensitive record is requested across jurisdiction. Requester role=Sub-Inspector, record type=EVIDENCE_MEDIA, sensitivity=CLASSIFIED, purpose=COURT_PRODUCTION. Supporting factors: active credential, purpose is recognized by policy, requested action is routine.",active credential|purpose is recognized by policy|requested action is routine,P-2026-05-STEP2-ORACLE,6041d47f46218fed5bff24cf010af6818eaee6d4f94493c473940cbf3f695e17,337871f2fc3d90e27dcb78ff88f7d18367382001a47ac8d2b955057a196656ad,9f400ee3b44565522beb7cfce1c9a6aa5c4be7e1520f66f903babff0b2f462ec
REQ-000005,2026-05-27T00:50:00Z,stale_case_assignment,OFF-0150,b012e7e4d1319033c362fb26,Prosecutor Liaison,4,PROSECUTION,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,MEDIUM,ACTIVE,STALE,REC-000467,d7f5f5e94d3e5229dcdcc76e,CASE-00079,GENERAL_THEFT,EVIDENCE_MEDIA,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,POLICE,CLASSIFIED,false,false,false,true,OPEN,ACTIVE,false,false,false,true,INVESTIGATION,VIEW,false,false,MISSING,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,db62d508091c30722be2e50baacb762b402c09614a40373e8a3be41564d4bfa9,deny,DENY_STALE_CASE_ASSIGNMENT,DENY_STALE_CASE_ASSIGNMENT,DENY_STALE_CASE_ASSIGNMENT|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD|ESCALATE_CLASSIFIED_RECORD_APPROVAL_REQUIRED|ESCALATE_MISSING_APPROVAL_FOR_SENSITIVE_RECORD,case_assignment_status,DENY_STALE_CASE_ASSIGNMENT|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD|ESCALATE_CLASSIFIED_RECORD_APPROVAL_REQUIRED|ESCALATE_MISSING_APPROVAL_FOR_SENSITIVE_RECORD,none,"Access was denied because case assignment is stale. Requester role=Prosecutor Liaison, record type=EVIDENCE_MEDIA, sensitivity=CLASSIFIED, purpose=INVESTIGATION. Supporting factors: active credential, purpose is recognized by policy, requested action is routine.",active credential|purpose is recognized by policy|requested action is routine,P-2026-05-STEP2-ORACLE,761feb66c26b19c8ff2e5ae8b7dd5c652e2d21fe63d102a4bb490656b69f9379,8c6819e054d9667bd1498fac26cf72196876dc575c592e45f29a8afe328851ff,bc4c7de793011a2c56e8e8b9cabd442126b0cb7666903792d611bdd87326cf30
REQ-000006,2026-05-27T00:30:00Z,sealed_record,OFF-0228,8a7aea37c451a80fdc290e57,Senior Superintendent,6,POLICE,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,CLASSIFIED,ACTIVE,NOT_ASSIGNED,REC-000697,621a5b8525c112683611c655,CASE-00169,WOMEN_CHILD_SAFETY,EVIDENCE_MEDIA,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,POLICE,CLASSIFIED,true,false,false,true,SEALED,ARCHIVED,false,false,false,true,PROSECUTION_REVIEW,VIEW,false,true,PRESENT_VALID,BUSINESS_HOURS,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,8bbbf3e2051adf8a578750e2b27a7faeac0fa368e4ff49f8815d19e34aaddc01,escalate,ESCALATE_SEALED_RECORD_REVIEW_REQUIRED,ESCALATE_SEALED_RECORD_REVIEW_REQUIRED|ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,ESCALATE_SEALED_RECORD_REVIEW_REQUIRED|ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,approval_token_status|court_or_prosecutor_request_flag|cross_jurisdiction|record_sensitivity_level|sealed_status|victim_flag,ESCALATE_SEALED_RECORD_REVIEW_REQUIRED|ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,cross_jurisdiction_superior_approval|sealed_record_superior_review|sensitive_record_approval,"Access was escalated for senior review because sealed record has court or prosecution context but still requires review; juvenile, victim, or witness-sensitive record requires review; sensitive record is requested across jurisdiction. Requester role=Senior Superintendent, record type=EVIDENCE_MEDIA, sensitivity=CLASSIFIED, purpose=PROSECUTION_REVIEW. Supporting factors: active credential, purpose is recognized by policy, requested action is routine.",active credential|purpose is recognized by policy|requested action is routine,P-2026-05-STEP2-ORACLE,dcbabcc815b41f3ba5a1a35a759ade31ee7772a68d77ef0d0cb71d561c014fb4,a0811d0a676bdb9b3eb3c88bf3d6b3bcc7b30e1fbc94fad43b68097877228817,c2ee026ac31686169a0f4149bb314c548d62fc4e1ea0771334126a10a39d783b
REQ-000007,2026-05-27T01:03:00Z,revoked_credential,OFF-0028,8ec325482a0f9259719128c5,Inspector,4,POLICE,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,MEDIUM,REVOKED,NOT_ASSIGNED,REC-000554,92872ffb7c6c9c30fc3afc0f,CASE-00004,WOMEN_CHILD_SAFETY,CASE_DIARY,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,CLASSIFIED,true,false,false,false,OPEN,ACTIVE,false,true,true,false,AUDIT,UPDATE,false,false,MISSING,NIGHT,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,1a6617150d4ae02b6f57661846bdcdbfeeaa1ecf81ef461c2f88ed0ae3b940c7,deny,DENY_INACTIVE_CREDENTIAL,DENY_INACTIVE_CREDENTIAL,DENY_INACTIVE_CREDENTIAL|ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CLASSIFIED_RECORD_APPROVAL_REQUIRED|ESCALATE_MISSING_APPROVAL_FOR_SENSITIVE_RECORD,requester_credential_status,DENY_INACTIVE_CREDENTIAL|ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CLASSIFIED_RECORD_APPROVAL_REQUIRED|ESCALATE_MISSING_APPROVAL_FOR_SENSITIVE_RECORD,none,"Access was denied because credential status is REVOKED. Requester role=Inspector, record type=CASE_DIARY, sensitivity=CLASSIFIED, purpose=AUDIT. Supporting factors: request is within jurisdiction, purpose is recognized by policy.",request is within jurisdiction|purpose is recognized by policy,P-2026-05-STEP2-ORACLE,e0444621b1ea8fb1ca71be543f333719952662bfb5d9ec968e89afd1b1e78f92,d308edd9fe32c7301059f3cf4b29f50380ea835de7122e52f4831ad15e4bed6e,44297e443fe7830885b79b2c84716eb6992b3f679579dd72c6d0854839f395a2
REQ-000008,2026-05-27T01:36:00Z,normal_in_jurisdiction,OFF-0200,4ee0497be96c65e5642e3a72,Sub-Inspector,3,POLICE,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,MEDIUM,ACTIVE,ASSIGNED,REC-000012,c6a572862caa5832f9d55a39,CASE-00231,WOMEN_CHILD_SAFETY,FIR_SUMMARY,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,POLICE,LOW,true,false,false,false,OPEN,ACTIVE,true,true,true,false,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,f964a7db963192e03c6088ed474ede526180671017ef1c79c2be624a06ca1ce3,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,ESCALATE_PRIVACY_SENSITIVE_RECORD,ESCALATE_PRIVACY_SENSITIVE_RECORD,victim_flag,ESCALATE_PRIVACY_SENSITIVE_RECORD,sensitive_record_approval,"Access was escalated for senior review because juvenile, victim, or witness-sensitive record requires review. Requester role=Sub-Inspector, record type=FIR_SUMMARY, sensitivity=LOW, purpose=INVESTIGATION. Supporting factors: active credential, officer is assigned to the case, request is within jurisdiction, purpose is recognized by policy.",active credential|officer is assigned to the case|request is within jurisdiction|purpose is recognized by policy|requested action is routine,P-2026-05-STEP2-ORACLE,9a06c44faed5f3dbcaa6d504192969e850bf8952a30c256bc6211f778127ddfa,c2ec676f6c3cbef86ef36c33c5f9593f04f6c4421e8034e6adc440691fe232a6,6acd3544babb64b244ab0fa7373f5edc1fe1e1bdb92d4219286ff3a525e00f39
REQ-000009,2026-05-27T01:12:00Z,cross_jurisdiction_sensitive,OFF-0224,b20f60775fe6a25591c31932,Cybercrime Officer,4,CYBERCRIME,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,HIGH,ACTIVE,NOT_ASSIGNED,REC-000742,79c28dac3a5963ddb5d05b71,CASE-00040,MISSING_PERSON,EVIDENCE_MEDIA,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,POLICE,CLASSIFIED,false,false,false,true,OPEN,ACTIVE,false,false,false,true,FORENSIC_REVIEW,VIEW,false,false,PRESENT_VALID,BUSINESS_HOURS,STATION_NODE_DOWN,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,150fa3600cc6a3132d18b529ac9c9b54470f1aa0d979cd9bc9715fe092d46081,escalate,ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD|ESCALATE_NODE_STATUS_DEGRADED,ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD|ESCALATE_NODE_STATUS_DEGRADED,cross_jurisdiction|network_status|record_sensitivity_level,ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD|ESCALATE_NODE_STATUS_DEGRADED,cross_jurisdiction_superior_approval|manual_node_outage_review,"Access was escalated for senior review because sensitive record is requested across jurisdiction; station node is down and request needs manual review. Requester role=Cybercrime Officer, record type=EVIDENCE_MEDIA, sensitivity=CLASSIFIED, purpose=FORENSIC_REVIEW. Supporting factors: active credential, purpose is recognized by policy, requested action is routine.",active credential|purpose is recognized by policy|requested action is routine,P-2026-05-STEP2-ORACLE,2b939003abf10acda51aabee99795d0e88b9c98bbde0084f9bb47e5d3720bab7,6ca3bfefbcfe195e4804d73a2b4c69401c9a495c97b9fb7a7eaa5840404c541c,2b85a3ecf90a4c550e40906b89c755f66c431cde303fa664798f74ed21dcf317
REQ-000010,2026-05-27T02:10:00Z,juvenile_sensitive,OFF-0060,f1cd31d43c526f5a63bbd87e,Sub-Inspector,3,POLICE,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000083,2e977ba934961ac3b1ab490d,CASE-00069,NARCOTICS,JUVENILE_RECORD,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,POLICE,CLASSIFIED,false,false,true,false,SEALED,ACTIVE,false,true,true,false,INVESTIGATION,VIEW,false,false,MISSING,AFTER_HOURS,STATION_NODE_DOWN,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,01cced78d269d1e30215834783bb2ca1b3debb530061e5e5aab055051d54ef46,deny,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT|ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CLASSIFIED_RECORD_APPROVAL_REQUIRED|ESCALATE_MISSING_APPROVAL_FOR_SENSITIVE_RECORD|ESCALATE_NODE_STATUS_DEGRADED,court_or_prosecutor_request_flag|sealed_status,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT|ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CLASSIFIED_RECORD_APPROVAL_REQUIRED|ESCALATE_MISSING_APPROVAL_FOR_SENSITIVE_RECORD|ESCALATE_NODE_STATUS_DEGRADED,none,"Access was denied because sealed record request has no court or prosecution context. Requester role=Sub-Inspector, record type=JUVENILE_RECORD, sensitivity=CLASSIFIED, purpose=INVESTIGATION. Supporting factors: active credential, request is within jurisdiction, purpose is recognized by policy, requested action is routine.",active credential|request is within jurisdiction|purpose is recognized by policy|requested action is routine,P-2026-05-STEP2-ORACLE,2e74b6711682173e264be28b1c40913acc3331fc9f84ec982811204aa72a7837,801f14e2f48a4bfc69c4081cfb4bc8e9ac4a8e8db88d338f91910d713d8a1e09,459ffa3687c709c84468d8edbeae37fe795e22c3f7e6bbb85955c19a7a416ae1
