request_id,timestamp_utc,scenario_type,requester_officer_id,requester_officer_hash,requester_role,requester_rank_level,requester_agency,requester_station_id,requester_district_id,requester_state_id,requester_clearance_level,requester_credential_status,case_assignment_status,target_record_id,target_record_hash,target_case_id,target_case_type,target_record_type,target_station_id,target_district_id,target_state_id,target_owner_agency,record_sensitivity_level,victim_flag,witness_flag,juvenile_flag,evidence_media_flag,sealed_status,retention_status,same_station,same_district,same_state,cross_jurisdiction,purpose,action,emergency_flag,court_or_prosecutor_request_flag,approval_token_status,time_window,network_status,request_channel,policy_version,raw_record_included,synthetic_only,request_content_hash
REQ-000001,2026-05-27T00:06:00Z,random_context,OFF-0159,a1e23926bdb89d718dc0ff23,Forensic Officer,4,FORENSIC,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,HIGH,ACTIVE,NOT_ASSIGNED,REC-000439,8f79339c7d2dbf517d8d6680,CASE-00331,FINANCIAL_CRIME,CASE_DIARY,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,POLICE,HIGH,false,false,false,false,OPEN,ARCHIVED,false,false,true,true,TRAINING,DOWNLOAD,false,false,NOT_REQUIRED,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,998a6145bc42c8de5ba00f247b03d1e19dac6a93ccf7b3bc9a8d561ce9a0a42c
REQ-000002,2026-05-27T00:08:00Z,emergency_override,OFF-0082,ad021cf14b60633e375d65f6,Cybercrime Officer,4,CYBERCRIME,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,HIGH,ACTIVE,NOT_ASSIGNED,REC-000156,f7101a117c40b4575c2fcf36,CASE-00137,JUVENILE_PROTECTION,CASE_DIARY,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,MEDIUM,false,false,true,false,OPEN,ACTIVE,false,false,true,true,EMERGENCY_RESPONSE,VIEW,true,false,MISSING,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,d50b6a82fe7806f2eecd4e0a51e5aa640f8b9246f2394ee76a619d85c6fa4961
REQ-000003,2026-05-27T00:33:00Z,emergency_override,OFF-0047,6734000e8363d6ae298dddfd,Inspector,4,POLICE,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000662,56ad840f9fb936d6e9bc5567,CASE-00167,WOMEN_CHILD_SAFETY,CASE_DIARY,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,POLICE,HIGH,true,false,false,false,OPEN,ACTIVE,false,false,false,true,EMERGENCY_RESPONSE,VIEW,true,false,MISSING,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,9cb540e65244c205e810f306f7273587172a512d3d92fecac61fc0e3b07b70dd
REQ-000004,2026-05-27T01:08:00Z,sealed_record,OFF-0158,88db5c4f1341722984d72ca6,Sub-Inspector,3,POLICE,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000869,7dbc797b2f28d09c339d0893,CASE-00223,WOMEN_CHILD_SAFETY,EVIDENCE_MEDIA,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,POLICE,CLASSIFIED,true,false,false,true,SEALED,ACTIVE,false,false,true,true,COURT_PRODUCTION,VIEW,false,true,MISSING,AFTER_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,dbf03a77bd0a4b931cadd43c92bcbfde12f51208eafc9264015e41e183becda7
REQ-000005,2026-05-27T00:50:00Z,stale_case_assignment,OFF-0150,b012e7e4d1319033c362fb26,Prosecutor Liaison,4,PROSECUTION,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,MEDIUM,ACTIVE,STALE,REC-000467,d7f5f5e94d3e5229dcdcc76e,CASE-00079,GENERAL_THEFT,EVIDENCE_MEDIA,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,POLICE,CLASSIFIED,false,false,false,true,OPEN,ACTIVE,false,false,false,true,INVESTIGATION,VIEW,false,false,MISSING,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,db62d508091c30722be2e50baacb762b402c09614a40373e8a3be41564d4bfa9
REQ-000006,2026-05-27T00:30:00Z,sealed_record,OFF-0228,8a7aea37c451a80fdc290e57,Senior Superintendent,6,POLICE,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,CLASSIFIED,ACTIVE,NOT_ASSIGNED,REC-000697,621a5b8525c112683611c655,CASE-00169,WOMEN_CHILD_SAFETY,EVIDENCE_MEDIA,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,POLICE,CLASSIFIED,true,false,false,true,SEALED,ARCHIVED,false,false,false,true,PROSECUTION_REVIEW,VIEW,false,true,PRESENT_VALID,BUSINESS_HOURS,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,8bbbf3e2051adf8a578750e2b27a7faeac0fa368e4ff49f8815d19e34aaddc01
REQ-000007,2026-05-27T01:03:00Z,revoked_credential,OFF-0028,8ec325482a0f9259719128c5,Inspector,4,POLICE,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,MEDIUM,REVOKED,NOT_ASSIGNED,REC-000554,92872ffb7c6c9c30fc3afc0f,CASE-00004,WOMEN_CHILD_SAFETY,CASE_DIARY,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,CLASSIFIED,true,false,false,false,OPEN,ACTIVE,false,true,true,false,AUDIT,UPDATE,false,false,MISSING,NIGHT,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,1a6617150d4ae02b6f57661846bdcdbfeeaa1ecf81ef461c2f88ed0ae3b940c7
REQ-000008,2026-05-27T01:36:00Z,normal_in_jurisdiction,OFF-0200,4ee0497be96c65e5642e3a72,Sub-Inspector,3,POLICE,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,MEDIUM,ACTIVE,ASSIGNED,REC-000012,c6a572862caa5832f9d55a39,CASE-00231,WOMEN_CHILD_SAFETY,FIR_SUMMARY,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,POLICE,LOW,true,false,false,false,OPEN,ACTIVE,true,true,true,false,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,f964a7db963192e03c6088ed474ede526180671017ef1c79c2be624a06ca1ce3
REQ-000009,2026-05-27T01:12:00Z,cross_jurisdiction_sensitive,OFF-0224,b20f60775fe6a25591c31932,Cybercrime Officer,4,CYBERCRIME,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,HIGH,ACTIVE,NOT_ASSIGNED,REC-000742,79c28dac3a5963ddb5d05b71,CASE-00040,MISSING_PERSON,EVIDENCE_MEDIA,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,POLICE,CLASSIFIED,false,false,false,true,OPEN,ACTIVE,false,false,false,true,FORENSIC_REVIEW,VIEW,false,false,PRESENT_VALID,BUSINESS_HOURS,STATION_NODE_DOWN,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,150fa3600cc6a3132d18b529ac9c9b54470f1aa0d979cd9bc9715fe092d46081
REQ-000010,2026-05-27T02:10:00Z,juvenile_sensitive,OFF-0060,f1cd31d43c526f5a63bbd87e,Sub-Inspector,3,POLICE,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000083,2e977ba934961ac3b1ab490d,CASE-00069,NARCOTICS,JUVENILE_RECORD,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,POLICE,CLASSIFIED,false,false,true,false,SEALED,ACTIVE,false,true,true,false,INVESTIGATION,VIEW,false,false,MISSING,AFTER_HOURS,STATION_NODE_DOWN,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,01cced78d269d1e30215834783bb2ca1b3debb530061e5e5aab055051d54ef46
