request_id,timestamp_utc,scenario_type,requester_officer_id,requester_officer_hash,requester_role,requester_rank_level,requester_agency,requester_station_id,requester_district_id,requester_state_id,requester_clearance_level,requester_credential_status,case_assignment_status,target_record_id,target_record_hash,target_case_id,target_case_type,target_record_type,target_station_id,target_district_id,target_state_id,target_owner_agency,record_sensitivity_level,victim_flag,witness_flag,juvenile_flag,evidence_media_flag,sealed_status,retention_status,same_station,same_district,same_state,cross_jurisdiction,purpose,action,emergency_flag,court_or_prosecutor_request_flag,approval_token_status,time_window,network_status,request_channel,policy_version,raw_record_included,synthetic_only,request_content_hash,decision,primary_reason_code,matched_rule_ids,all_triggered_rule_ids,decisive_attributes,failed_or_review_rules,required_approval,xai_explanation,xai_supporting_factors,policy_version_evaluated,decision_hash,explanation_hash,audit_anchor_hash
REQ-000001,2026-05-27T00:10:00Z,revoked_credential,OFF-0127,6b0d84a1d858aa1335aacb1b,Station House Officer,5,POLICE,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,HIGH,REVOKED,NOT_ASSIGNED,REC-000166,b4c023d7b119f20e5d0e1666,CASE-00338,VIOLENT_CRIME,CASE_DIARY,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,POLICE,HIGH,false,false,false,false,OPEN,ACTIVE,false,false,false,true,AUDIT,VIEW,false,false,MISSING,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,7b9637ccca50e459895587d5079601b6fa94b16323c39f82262f452f55e19767,deny,DENY_INACTIVE_CREDENTIAL,DENY_INACTIVE_CREDENTIAL,DENY_INACTIVE_CREDENTIAL|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD|ESCALATE_MISSING_APPROVAL_FOR_SENSITIVE_RECORD,requester_credential_status,DENY_INACTIVE_CREDENTIAL|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD|ESCALATE_MISSING_APPROVAL_FOR_SENSITIVE_RECORD,none,"Access was denied because credential status is REVOKED. Requester role=Station House Officer, record type=CASE_DIARY, sensitivity=HIGH, purpose=AUDIT. Supporting factors: purpose is recognized by policy, requested action is routine.",purpose is recognized by policy|requested action is routine,P-2026-05-STEP2-ORACLE,5a8a93f1bc77ea9b92aee850808c4b95eefa1c7da7590c26b9e10ba589fcc2f1,d91899715aeaa50a549e9eb0550af7a0b3dffb1e29f383a35ac9bac689428d16,cb3ec3d699b6bb6efaf727d371bf2e26092c5f1ec624be7149c4bfe390912cf1
REQ-000002,2026-05-27T00:08:00Z,revoked_credential,OFF-0104,bacbc9ea0ca5c88caca1fb35,Prosecutor Liaison,4,PROSECUTION,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,MEDIUM,REVOKED,NOT_ASSIGNED,REC-000814,5820681615acad6176f4144a,CASE-00082,NARCOTICS,FIR_SUMMARY,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,POLICE,MEDIUM,false,false,false,false,OPEN,ARCHIVED,false,false,true,true,AUDIT,UPDATE,false,false,MISSING,BUSINESS_HOURS,DEGRADED,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,d07421afa1069f9d5b8a3cf7908b0408c4a1e7b4df983f5c6b98cf87e369cd4f,deny,DENY_INACTIVE_CREDENTIAL,DENY_INACTIVE_CREDENTIAL,DENY_INACTIVE_CREDENTIAL,requester_credential_status,DENY_INACTIVE_CREDENTIAL,none,"Access was denied because credential status is REVOKED. Requester role=Prosecutor Liaison, record type=FIR_SUMMARY, sensitivity=MEDIUM, purpose=AUDIT. Supporting factors: purpose is recognized by policy.",purpose is recognized by policy,P-2026-05-STEP2-ORACLE,a529b699adfbf45ab711743a44988a5cfd9d40e6ff402dab45fb4d2e469a91e6,c08ee7f83ddf2aa06730ca27791bd1bc00264e4cd556e756e18a7c960f1cb1fa,6ae2ec7d63219433856e4301312bb6f37bad60f1b407445acbb8a9ac6e0273e2
REQ-000003,2026-05-27T00:36:00Z,random_context,OFF-0226,2f283926393a08241f4c19ba,Station House Officer,5,POLICE,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,HIGH,ACTIVE,NOT_ASSIGNED,REC-000454,08885d987fd222a58c5328a3,CASE-00291,JUVENILE_PROTECTION,CYBERCRIME_COMPLAINT,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,POLICE,MEDIUM,false,false,true,false,OPEN,ACTIVE,false,false,false,true,INVESTIGATION,VIEW,false,false,MISSING,BUSINESS_HOURS,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,fd78eb3f6d74860a98d8af4ef0a0659c077780fba38c52c8bea30237e610b33a,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,ESCALATE_PRIVACY_SENSITIVE_RECORD,ESCALATE_PRIVACY_SENSITIVE_RECORD,juvenile_flag,ESCALATE_PRIVACY_SENSITIVE_RECORD,sensitive_record_approval,"Access was escalated for senior review because juvenile, victim, or witness-sensitive record requires review. Requester role=Station House Officer, record type=CYBERCRIME_COMPLAINT, sensitivity=MEDIUM, purpose=INVESTIGATION. Supporting factors: active credential, purpose is recognized by policy, requested action is routine.",active credential|purpose is recognized by policy|requested action is routine,P-2026-05-STEP2-ORACLE,750275b18e552feeb5fda73b639dceb5b90feb074206b6db135979675ad628eb,5eb8a6f2f47b0c4ed62701b509aab60cdb93be7c4ce0f53ad08b8d27e42d1b3d,4d47498b67e5bb4df06a9cacfb2116b8377b422775b9e7133a73aa9c18256f5b
REQ-000004,2026-05-27T00:20:00Z,normal_in_jurisdiction,OFF-0180,8d48fc84d688aabaae7c6986,Prosecutor Liaison,4,PROSECUTION,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,MEDIUM,ACTIVE,ASSIGNED,REC-000523,f25dca854781c5619ace3e1f,CASE-00275,WOMEN_CHILD_SAFETY,CYBERCRIME_COMPLAINT,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,POLICE,MEDIUM,true,false,false,false,OPEN,UNDER_REVIEW,true,true,true,false,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,NIGHT,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,dd9fba97ea32c6c38b68af2fca23a64947801e70ff21850421fb63bd618324ac,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,ESCALATE_PRIVACY_SENSITIVE_RECORD,ESCALATE_PRIVACY_SENSITIVE_RECORD,victim_flag,ESCALATE_PRIVACY_SENSITIVE_RECORD,sensitive_record_approval,"Access was escalated for senior review because juvenile, victim, or witness-sensitive record requires review. Requester role=Prosecutor Liaison, record type=CYBERCRIME_COMPLAINT, sensitivity=MEDIUM, purpose=INVESTIGATION. Supporting factors: active credential, officer is assigned to the case, request is within jurisdiction, purpose is recognized by policy.",active credential|officer is assigned to the case|request is within jurisdiction|purpose is recognized by policy|requested action is routine,P-2026-05-STEP2-ORACLE,daa3415244206a114278b6d7499771ccfa2a911212c7890de2762c7cb06bdb45,48144b2c5adcd60dab6b2bbc5e318ff1b5d20ede5c6b5d7caa88d789d8c2d6da,7f5c34c233fa92de1819c95f85ae2b658e2dfebd79de5e317d28ea1a4463ad89
REQ-000005,2026-05-27T00:35:00Z,normal_in_jurisdiction,OFF-0192,3d55943653d0579351b1bb1c,Sub-Inspector,3,POLICE,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,MEDIUM,ACTIVE,ASSIGNED,REC-000325,b1369cfe83c9b50aaaf08c20,CASE-00241,VIOLENT_CRIME,FIR_SUMMARY,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,POLICE,MEDIUM,false,false,false,false,OPEN,ACTIVE,true,true,true,false,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,NIGHT,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,dc0cda6b0ae0e77b1100e9e8290d048bacde285f4b22a474f75fd126d5b19bc3,allow,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,action|case_assignment_status|cross_jurisdiction|purpose|record_sensitivity_level|requester_credential_status,,none,"Access was allowed because request satisfies routine contextual access conditions. Requester role=Sub-Inspector, record type=FIR_SUMMARY, sensitivity=MEDIUM, purpose=INVESTIGATION. Supporting factors: active credential, officer is assigned to the case, request is within jurisdiction, purpose is recognized by policy.",active credential|officer is assigned to the case|request is within jurisdiction|purpose is recognized by policy|requested action is routine,P-2026-05-STEP2-ORACLE,c1130758e43c1608c9222bd097ad9d2fc4afb5c78b92f435eedc662e6790b8b3,ea0bb0eb675a0b407723bddf52701c4cab85ff9421960f37ec99994832b54e00,233846e692562d0ea6da023615bb6feaeec840cd38e159c436c5acb0ad742d65
REQ-000006,2026-05-27T00:36:00Z,cross_jurisdiction_sensitive,OFF-0209,46719ed3c0b1ab7f0fbf5f90,Inspector,4,POLICE,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000543,de8441b1623f69a2d75ebd76,CASE-00040,MISSING_PERSON,VICTIM_RECORD,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,POLICE,HIGH,true,false,false,false,OPEN,UNDER_REVIEW,false,false,true,true,INVESTIGATION,APPROVE,false,false,PRESENT_VALID,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,339c93958e9bd1674a01ac4eea3036276f8d72f0f427ad318307c3c3fc6fe913,deny,DENY_APPROVAL_ACTION_WITHOUT_SUPERVISOR_RANK,DENY_APPROVAL_ACTION_WITHOUT_SUPERVISOR_RANK,DENY_APPROVAL_ACTION_WITHOUT_SUPERVISOR_RANK|ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,action|requester_rank_level,DENY_APPROVAL_ACTION_WITHOUT_SUPERVISOR_RANK|ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,none,"Access was denied because approval action requires supervisor rank. Requester role=Inspector, record type=VICTIM_RECORD, sensitivity=HIGH, purpose=INVESTIGATION. Supporting factors: active credential, purpose is recognized by policy.",active credential|purpose is recognized by policy,P-2026-05-STEP2-ORACLE,91de136d7af2c9a3b8fef5fa0f9393874e126159757f16df7135b12f81be085a,a0494b8015ceaa7b3285520c0e0f363e5dcca71bdf5c292e75d3661f92731456,0a9f1c631df7785b28ff7e9e709ddb3aae27dd45d1297f6793fb274e011db525
REQ-000007,2026-05-27T01:31:00Z,court_request,OFF-0021,d58ac64e32ce6bc751285238,Sub-Inspector,3,POLICE,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000510,b8d1eb1153320f7d00fed69a,CASE-00254,CYBER_FRAUD,FORENSIC_REPORT,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,POLICE,HIGH,false,false,false,false,OPEN,UNDER_REVIEW,false,false,false,true,COURT_PRODUCTION,VIEW,false,true,PRESENT_VALID,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,70abb11f94c8b842fd1cbf6bb674c84bc56e0853fdbbffb7e6536260f28741ca,escalate,ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,cross_jurisdiction|record_sensitivity_level,ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,cross_jurisdiction_superior_approval,"Access was escalated for senior review because sensitive record is requested across jurisdiction. Requester role=Sub-Inspector, record type=FORENSIC_REPORT, sensitivity=HIGH, purpose=COURT_PRODUCTION. Supporting factors: active credential, purpose is recognized by policy, requested action is routine.",active credential|purpose is recognized by policy|requested action is routine,P-2026-05-STEP2-ORACLE,9d4e3c738d491f90855072c5eaab1a146801b5a0cb9aad9be8a2adf863ae8469,50c4fc69c157941078e6b57a5155771d01976cb251e470f51e3b7794c3aaf1d2,a97aee5b6602f39535d13812fb53a0a2f59e92ecef5f34febfa6fa4e11dc82a8
REQ-000008,2026-05-27T01:28:00Z,emergency_override,OFF-0006,05c87980613cb5db42b892f9,Sub-Inspector,3,POLICE,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000630,5735e1f43cfb1d05ceef90b4,CASE-00244,FINANCIAL_CRIME,JUVENILE_RECORD,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,POLICE,CLASSIFIED,false,false,true,false,SEALED,ACTIVE,false,false,true,true,EMERGENCY_RESPONSE,VIEW,true,false,PRESENT_VALID,BUSINESS_HOURS,DEGRADED,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,a68652a35f120567a07af87fd55661c48c2752c2403688637b15f8f410c3c6d1,deny,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT|ESCALATE_EMERGENCY_REVIEW_REQUIRED|ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,court_or_prosecutor_request_flag|sealed_status,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT|ESCALATE_EMERGENCY_REVIEW_REQUIRED|ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,none,"Access was denied because sealed record request has no court or prosecution context. Requester role=Sub-Inspector, record type=JUVENILE_RECORD, sensitivity=CLASSIFIED, purpose=EMERGENCY_RESPONSE. Supporting factors: active credential, purpose is recognized by policy, requested action is routine.",active credential|purpose is recognized by policy|requested action is routine,P-2026-05-STEP2-ORACLE,6bddddcc6bbd0c00f34aa6384e4a6199da6820cf568f0196094c6a27f2318623,fe01ad90e75a881a0e094656aa937092eef75e4cfd8bbe7cc53784cd81edeba5,f7d152a6606bfaf1302cad691a5dfbc21d1bc7b5f60e89caab1c6de17d2fc681
REQ-000009,2026-05-27T01:30:00Z,normal_in_jurisdiction,OFF-0164,eb2cec3f8312decabe6f3925,Prosecutor Liaison,4,PROSECUTION,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,MEDIUM,ACTIVE,ASSIGNED,REC-000619,22d13ba63717ca715e5005a7,CASE-00051,VIOLENT_CRIME,COURT_SUBMISSION,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,POLICE,MEDIUM,false,false,false,false,SEALED,ACTIVE,true,true,true,false,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,AFTER_HOURS,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,9a82d65eb9216ad918c21a6f3bf03538d8d3c7b07c088387f639368969da5259,deny,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,court_or_prosecutor_request_flag|sealed_status,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,none,"Access was denied because sealed record request has no court or prosecution context. Requester role=Prosecutor Liaison, record type=COURT_SUBMISSION, sensitivity=MEDIUM, purpose=INVESTIGATION. Supporting factors: active credential, officer is assigned to the case, request is within jurisdiction, purpose is recognized by policy.",active credential|officer is assigned to the case|request is within jurisdiction|purpose is recognized by policy|requested action is routine,P-2026-05-STEP2-ORACLE,8f9078b5ed81cbe68a0ad236dffa551ff8ebb2e5a1e6e2c541b492ed2312ce34,18bd098c3006273bf343e5734a637dbcdfd9923e4a10dee99e30f07ffdebaff4,d93963a88a6ff3467ad4f31462f06fb09966c7f075d126d681d0a19bd0e062f8
REQ-000010,2026-05-27T01:00:00Z,normal_in_jurisdiction,OFF-0015,69527641f80b28a01bb229b7,Constable,1,POLICE,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,LOW,ACTIVE,NOT_ASSIGNED,REC-000477,abfd23e434f0f6d490ebb742,CASE-00306,WOMEN_CHILD_SAFETY,CYBERCRIME_COMPLAINT,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,HIGH,true,false,false,false,OPEN,ARCHIVED,false,false,true,true,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,f46386032e88a84715a14f404109e52164081986b53582fb7115d052f2ebed35,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,cross_jurisdiction|record_sensitivity_level|victim_flag,ESCALATE_PRIVACY_SENSITIVE_RECORD|ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,cross_jurisdiction_superior_approval|sensitive_record_approval,"Access was escalated for senior review because juvenile, victim, or witness-sensitive record requires review; sensitive record is requested across jurisdiction. Requester role=Constable, record type=CYBERCRIME_COMPLAINT, sensitivity=HIGH, purpose=INVESTIGATION. Supporting factors: active credential, purpose is recognized by policy, requested action is routine.",active credential|purpose is recognized by policy|requested action is routine,P-2026-05-STEP2-ORACLE,7d73df99971493587e7a1a0b5e3ce2d85bc723f36eb7dda28cb09c79b964d674,0abd41d98360c302858df7f760f1630f2061c235b1d9c0e409b61f2db79a9a1f,a83b8118a4cffab77c6349a7d6adf5a57808bb3eadf9b3118194f74e4833b37c
